topic slug	topic title	topic type	wikipedia link	link audited	approval status	review note	comments
active-class-scout-cruisers	Active Class Scout Cruisers	ship class	https://en.wikipedia.org/wiki/Active-class_cruiser	yes	approved	Phase 2: Article identifies the three pre-WWI Royal Navy scout cruisers, matching the scouting, propulsion and retention contexts.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2022-10-23_T18-06-42_bruships-89-new-books-christmas-recomendations-and-personal-accounts-of-war_69CvFbH40Oo.json #old-cruisers-worth-retaining. Additional context references: 5. Phase 2 independent review by audit_batch3; article revision 1373693805. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #active-class-scout-cruisers.
ada-lovelace	Ada Lovelace	person	https://en.wikipedia.org/wiki/Ada_Lovelace	yes	approved	Phase 2: Biography identifies Babbage's computing collaborator, matching the naval-calculation counterfactual.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2025-11-19_T13-50-53_historiophon-2025-part-3-of-9-combat-stress_geAHS8E2SY0.json #difference-engine-and-naval-design-calculations. Additional context references: 1. Phase 2 independent review by audit_batch0; article revision 1371961179. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #ada-lovelace.
adam-duncan	Adam Duncan	person	https://en.wikipedia.org/wiki/Adam_Duncan,_1st_Viscount_Duncan	yes	approved	Phase 2: The biography identifies the Royal Navy admiral victorious at Camperdown in 1797, matching the mutiny and Dutch-fleet command contexts.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2021-01-26_T18-00-05_thomas-whitcombe-naval-paintings-long-patrol-episode-1_M4wGMy6MCPk.json #admiral-duncan-mutiny-command. Phase 2 independent review by audit_batch1; article revision 1372887893. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #adam-duncan.
adaptive-deck-launcher	Adaptive Deck Launcher	specific weapon system		no	pending	No suitable article found for the named BAE Adaptive Deck Launcher after exact-title and launcher-role searches. The authored topic concerns that particular deck-mounted launcher, not vertical launch systems generally.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2025-12-27_T19-29-55_why-are-modern-warships-getting-bigger-live_AGC2vPZTLAA.json #adaptive-deck-launcher-tradeoff.
adelaide-class-frigates	Adelaide Class Frigates	ship class	https://en.wikipedia.org/wiki/Adelaide-class_frigate	yes	approved	Phase 2: Article identifies Australia's modified Oliver Hazard Perry frigates, matching the Australian construction discussion.	Phase 2 independent review by audit_batch4; article revision 1342159922. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #adelaide-class-frigates.
aden-cannon	ADEN Cannon	specific weapon system	https://en.wikipedia.org/wiki/ADEN_cannon	yes	approved	Phase 2: Article identifies the British 30 mm ADEN revolver cannon, matching the Scimitar's cannon armament.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-12-25_T19-00-32_supermarine-scimitar-a-midfielder-before-midfielders-were-cool-key-aircraft-series-1-aircraft-4_xBqIpwwzXNI.json #flexible-weapons-load. Phase 2 independent review by audit_batch4; article revision 1346713054. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #aden-cannon.
admirable-class-minesweepers	Admirable Class Minesweepers	ship class	https://en.wikipedia.org/wiki/Admirable-class_minesweeper	yes	approved	Phase 2: Article identifies the US wartime minesweeper class equipped for antisubmarine work with Hedgehog and depth charges, matching both authored equipment contexts.	Phase 2 independent review by audit_batch5; article revision 1359601053. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #admirable-class-minesweepers.
admiral-class-battlecruisers	Admiral Class Battlecruisers	ship class	https://en.wikipedia.org/wiki/Admiral-class_battlecruiser	yes	approved	Phase 2: The article identifies the four planned Royal Navy battlecruisers including Hood and three suspended sisters, matching the authored completion counterfactual.	Phase 2 independent review by audit_batch6; article revision 1373692981. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #admiral-class-battlecruisers.
admiral-class-battleships	Admiral Class Battleships	ship class	https://en.wikipedia.org/wiki/Admiral-class_ironclad	yes	approved	Phase 2: Article identifies the British 1880s Admiral ironclads, matching Benbow and Camperdown in the authored contexts.	Phase 2 independent review by audit_batch0; article revision 1326932847. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #admiral-class-battleships.
admiral-class-cruisers	Admiral Class Cruisers	ship class		no	pending	No suitable article found after searching the 1941 British Admiral heavy-cruiser proposal. Authored context explicitly describes proposed 8-inch cruisers; the available Admiral-class battlecruiser article concerns Hood's First World War class and is the wrong referent.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2024-01-07_T19-16-08_bruships-134-imperial-japanese-navy-books_ztvamZToNzk.json#admiral-class-heavy-cruiser-batch. Additional context references: 1. Supporting or alternative sources: https://en.wikipedia.org/wiki/Admiral-class_battlecruiser.
admiral-class-ironclads	Admiral Class Ironclads	ship class	https://en.wikipedia.org/wiki/Admiral-class_ironclad	yes	approved	Phase 2: The article identifies Britain's 1880s Admiral ironclad class, matching Rodney and the late-ironclad comparison.	Phase 2 independent review by audit_batch1; article revision 1326932847. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #admiral-class-ironclads.
admiral-gorshkov-aircraft-carrier	Admiral Gorshkov Aircraft Carrier	individual ship	https://en.wikipedia.org/wiki/Soviet_aircraft_carrier_Baku	yes	approved	Phase 2: The Soviet Baku article explicitly gives the Admiral Gorshkov renaming; this is the Kiev-derived carrier converted to Vikramaditya in the authored context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2024-09-24_T18-30-21_through-deck-cruisers-the-kiev-and-invincible-classes-of-aircraft-carrier_48SoVJoX1-s.json #kiev-class-subclass-development. Additional context references: 1. Phase 2 independent review by audit_batch1; article revision 1352689270. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #admiral-gorshkov-aircraft-carrier.
admiral-gorshkov-class-frigates	Admiral Gorshkov Class Frigates	ship class	https://en.wikipedia.org/wiki/Admiral_Gorshkov-class_frigates	yes	approved	Phase 2: The plural candidate redirects to the Russian Project 22350 Admiral Gorshkov-class frigate article, matching the authored capabilities and production constraints.	Phase 2 independent review by audit_batch2; article revision 1371483945. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #admiral-gorshkov-class-frigates.
admiral-graf-spee-ship	Admiral Graf Spee	individual ship	https://en.wikipedia.org/wiki/German_cruiser_Admiral_Graf_Spee	yes	approved	Phase 2: The article identifies the German Deutschland-class raider with six 28 cm guns; authored River Plate and Langsdorff context identifies this vessel, rather than its admiral namesake.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2019-11-08_T13-52-15_back-pocket-cruisers-presentation-practice-2_uFT1Jcofr3Q.json #hms-cossack-and-altmark-incident. Additional context references: 5. Phase 2 independent review by audit_batch2; article revision 1371840482. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #admiral-graf-spee-ship.
admiral-grigorovich-class-frigates	Admiral Grigorovich Class Frigates	ship class	https://en.wikipedia.org/wiki/Admiral_Grigorovich-class_frigate	yes	approved	Phase 2: Article identifies Russian Project 11356R Admiral Grigorovich frigates, the Talwar-derived complement to Gorshkov, matching the Russian and Indian fleet contexts.	Phase 2 independent review by audit_batch3; article revision 1374337616. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #admiral-grigorovich-class-frigates.
admiral-hipper	Admiral Hipper (Cruiser)	individual ship	https://en.wikipedia.org/wiki/German_cruiser_Admiral_Hipper	yes	approved	Phase 2: Article identifies the Kriegsmarine heavy cruiser commissioned in 1939 and its Trondheim assault and sinking of Glowworm, matching the cruiser aliases and Norwegian campaign contexts.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2020-04-28_T16-58-50_sloops-during-the-inter-war-what-were-they-for_X4DNlAtAzYE.json#hms-bramble-against-admiral-hipper. Additional context references: 1. Phase 2 independent review by audit_batch3; article revision 1370567578. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #admiral-hipper.
admiral-hipper-class-cruisers	Admiral Hipper Class Cruisers	ship class	https://en.wikipedia.org/wiki/Admiral_Hipper-class_cruiser	yes	approved	Phase 2: Article identifies the Kriegsmarine heavy-cruiser class including Hipper, Blucher and Prinz Eugen, matching the registry description.	Phase 2 independent review by audit_batch4; article revision 1355003843. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #admiral-hipper-class-cruisers.
admiral-kuznetsov-aircraft-carrier	Russian Aircraft Carrier Admiral Kuznetsov	individual ship	https://en.wikipedia.org/wiki/Russian_aircraft_carrier_Admiral_Kuznetsov	yes	approved	Phase 2: Article identifies the Russian conventional carrier and its troubled service history, matching the refit and carrier-status contexts.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2020-12-27_T18-01-12_bruships30-nine-transactions-of-the-institute-of-naval-architects-including-1939-and-three-new-b_JxqZjaeGs40.json #kuznetsov-refit-status-and-russian-prestige. Phase 2 independent review by audit_batch4; article revision 1369286996. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #admiral-kuznetsov-aircraft-carrier.
admiral-kuznetsov-class-aircraft-carriers	Admiral Kuznetsov Class Aircraft Carriers	ship class	https://en.wikipedia.org/wiki/Kuznetsov-class_aircraft_carrier	yes	approved	Phase 2: Article identifies Soviet Project 1143.5 carriers and their Chinese/Russian service, matching the authored Kuznetsov-derived carrier discussion.	Phase 2 independent review by audit_batch5; article revision 1372750283. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #admiral-kuznetsov-class-aircraft-carriers.
admiral-lazarev	Admiral Lazarev	individual ship	https://en.wikipedia.org/wiki/Russian_battlecruiser_Admiral_Lazarev	yes	approved	Phase 2: Article identifies the second Kirov/Project 1144 cruiser, originally Frunze and renamed Admiral Lazarev, matching both authored service-history contexts.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2022-07-22_T18-00-10_kirov-class-cruisers-the-alaska-class-of-the-late-cold-war-soviet-navy_PQYXGNa57Xg.json :: four-ships-renaming-and-post-soviet-status. Additional context references: 1. Phase 2 independent review by audit_batch5; article revision 1366893357. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #admiral-lazarev.
admiral-nakhimov	Admiral Nakhimov	individual ship	https://en.wikipedia.org/wiki/Russian_battlecruiser_Admiral_Nakhimov	yes	approved	Phase 2: The live article identifies the third Kirov-class cruiser as former Kalinin, matching the authored renaming and long modernization context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2022-01-06_T18-32-52_quirky-classes-and-what-they-tell-us-about-their-navies-live_eO5z0d0peAo.json #kirov-construction-and-refit-status-2022. Additional context references: 1. Phase 2 independent review by audit_batch6; article revision 1372863640. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #admiral-nakhimov.
admiral-nakhimov-battlecruiser	Admiral Nakhimov Battlecruiser	individual ship	https://en.wikipedia.org/wiki/Russian_battlecruiser_Admiral_Nakhimov	yes	approved	Phase 2: Article identifies the modern Kirov-class former Kalinin, matching the Nakhimov surface-group scenario.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2026-07-12_T18-30-05_bruships-250-naval-history-questions-answered-live_670r43jZo5o.json #russian-surface-group-and-type-83. Phase 2 independent review by audit_batch0; article revision 1372863640. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #admiral-nakhimov-battlecruiser.
admiral-nakhimov-class-cruisers	Admiral Nakhimov Class Cruisers	ship class	https://en.wikipedia.org/wiki/Admiral_Nakhimov-class_cruiser	yes	approved	Phase 2: The article identifies the Russian light-cruiser class completed partly by the Soviets, including Chervona Ukraina, matching the authored post-revolution fleet recovery context.	Phase 2 independent review by audit_batch6; article revision 1373694279. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #admiral-nakhimov-class-cruisers.
admiral-scheer	Admiral Scheer	individual ship	https://en.wikipedia.org/wiki/German_cruiser_Admiral_Scheer	no	pending	Phase 2: Full authored-context review reveals mixed identities: the Jutland and Taranto bombing scenario refers to Admiral Scheer as the First World War commander, while most usages refer to the Deutschland-class cruiser. Resolve the person versus ship mixture before accepting the cruiser-only article.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2019-11-16_T20-45-00_ss-africa-shell-and-switch-back-a-river-plate-80-video_dryStITo08s.json #misidentification-and-raider-intelligence. Additional context references: 5. Phase 2 independent review by audit_batch1; article revision 1361846188. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #admiral-scheer.
